"id";"appId";"criteriaId";"description";"comments"
836;19;14;"GitLab tiene una comunidad formidable, una que yo dir√≠a que es m√°s universal y vibrante que la de Bitbucket. https://community.atlassian.com/t5/Bitbucket/ct-p/bitbucket";""
837;19;15;"Si asistencia 24/7 con chat";""
838;19;16;"TRUE";""
839;19;157;"Se utilizan numerosos tipos de paneles para usar la plataforma. Los paneles incluyen Scrum y Kanban.";""
840;19;158;"Se utiliza b√°sicamente para la plataforma que utiliza las metodolog√≠as √°giles en ella. La plataforma ayuda a encontrar los errores y amenazas presentes en el proyecto.";""
841;19;159;"Admite m√∫ltiples categor√≠as de un proyecto y ayuda a migrar un proyecto de una plataforma a otra.";""
842;19;161;"Plataforma DevOps basada en la nube que ayuda a las peque√±as y grandes empresas a mejorar las operaciones comerciales mediante el seguimiento del tiempo, la gesti√≥n de incidentes, la revisi√≥n de c√≥digos, el cumplimiento normativo y m√°s.
";""
843;19;71;"VERDADERO";""
844;19;162;"FALSO";""
845;19;163;"FALSO";""
846;19;164;"FALSO";""
847;19;165;"FALSO";""
848;19;166;"FALSO";""
849;19;167;"FALSO";""
850;19;168;"FALSO";""
851;19;169;"FALSO";""
852;19;170;"FALSO";""
853;19;171;"FALSO";""
854;19;172;"FALSO";""
855;19;173;"FALSO";""
856;19;174;"FALSO";""
857;19;79;"VERDADERO";""
858;19;80;"VERDADERO";""
859;19;81;"VERDADERO";""
860;19;82;"VERDADERO";""
861;19;83;"VERDADERO";""
862;19;84;"VERDADERO";""
863;19;85;"VERDADERO";""
864;19;86;"FALSO";""
865;19;87;"VERDADERO";""
866;19;88;"VERDADERO";""
867;19;89;"VERDADERO";""
868;19;90;"VERDADERO";""
869;19;91;"VERDADERO";""
870;19;92;"VERDADERO";""
871;19;93;"VERDADERO";""
872;19;94;"VERDADERO";""
873;19;95;"VERDADERO";""
874;19;96;"FALSO";""
875;19;97;"VERDADERO";""
876;19;98;"VERDADERO";""
877;19;99;"VERDADERO";""
878;19;100;"VERDADERO";""
879;19;101;"VERDADERO";""
880;19;102;"VERDADERO";""
881;19;103;"VERDADERO";""
882;19;104;"VERDADERO";""
883;19;105;"VERDADERO";""
884;19;106;"VERDADERO";""
885;19;107;"VERDADERO";""
886;19;108;"VERDADERO";""
887;19;109;"VERDADERO";""
888;19;110;"VERDADERO";""
889;19;111;"VERDADERO";""
890;19;112;"VERDADERO";""
891;19;113;"VERDADERO";""
892;19;114;"VERDADERO";""
893;19;115;"VERDADERO";""
894;19;116;"VERDADERO";""
895;19;117;"FALSO";""
896;19;118;"VERDADERO";""
897;19;119;"VERDADERO";""
898;19;120;"VERDADERO";""
899;19;121;"VERDADERO";""
900;19;122;"";""
901;19;123;"VERDADERO";""
902;19;124;"VERDADERO";""
903;19;125;"VERDADERO";""
904;19;126;"VERDADERO";""
905;19;127;"VERDADERO";""
906;19;128;"VERDADERO";""
907;19;129;"VERDADERO";""
908;19;130;"FALSO";""
909;19;131;"VERDADERO";""
910;19;132;"VERDADERO";""
911;19;133;"FALSO";""
912;19;134;"VERDADERO";""
913;19;135;"VERDADERO";""
914;19;136;"VERDADERO";""
915;19;137;"VERDADERO";""
916;19;138;"VERDADERO";""
917;19;139;"VERDADERO";""
918;19;140;"VERDADERO";""
919;19;141;"VERDADERO";""
920;19;142;"VERDADERO";""
921;19;143;"FALSO";""
1096;21;1;"2 de febrero de 2011";""
1097;21;2;"2.324 ( 6 de diciembre de 2021 (24 d√≠as))";""
1098;21;3;"Es gratis. Pero el equipo de desarrollo necesita ejecutar y mantener su servidor dedicado. Esto podr√≠a considerarse un gasto adicional.	";""
1099;21;4;"";""
1100;21;5;"";""
1101;21;6;"MIT license y licencia Creative Commons";""
1102;21;7;"Jenkins CI";""
1103;21;8;"Basados en Apache Ant y Apache Maven";""
1104;21;9;"https://www.jenkins.io/doc/book/";""
1105;21;10;"";""
1106;21;11;"macOS, Red Hat, Ubuntu, Windows. Suelen ser m√°quinas x86 gen√©ricas";""
1107;21;19;"https://www.jenkins.io/node/";""
1108;21;20;"https://www.jenkins.io/participate/report-issue/";""
1109;21;73;"VERDADERO";""
1110;21;70;"FALSO";""
1111;21;42;"Open Source";""
1112;21;176;"Jenkins necesita una configuraci√≥n elaborada. Por lo tanto, tendr√° un tiempo de espera muy largo para completar la instalaci√≥n.	";""
1113;21;177;"Si est√° buscando una herramienta de CI con opciones de personalizaci√≥n ilimitadas, Jenkins es la mejor opci√≥n para usted.	";""
1114;21;178;"F√°cil de usar. Personalizable a trav√©s de los complementos disponibles";""
1115;21;179;"Basado en servidor y en la nube";""
1116;21;180;"Totalmente personalizable varios ficheors";""
1117;21;181;"Completo. Puede ser un inconveniente ser altamente configurable. No hay una configuraci√≥n lista para usar. Es por eso que puede llevar de dos a tres horas a d√≠as configurar todo en el sistema.";""
1118;21;182;"Configurable de forma completa, agregar nuevas funciones como autenticaci√≥n, alertas y credenciales.";""
1119;21;183;"Python, Ruby, Java, Android, C/C++";""
1120;21;184;"Admite m√°s de 1000 complementos";""
1121;21;185;"Amazon EC2, VMWare vSphere, Google Cloud, Slack, etc. through Jenkins Plugins";""
1122;21;78;"VERDADERO";""
1123;21;83;"VERDADERO";""
1124;21;89;"VERDADERO";""
1125;21;90;"VERDADERO";""
1126;21;92;"FALSO";""
1127;21;93;"FALSO";""
1128;21;102;"FALSO";""
1129;21;105;"FALSO";""
1130;21;115;"VERDADERO";""
1131;21;116;"FALSO";""
1132;21;118;"FALSO";""
1133;21;121;"VERDADERO";""
1134;21;127;"FALSO";""
1135;21;131;"VERDADERO";""
1136;21;133;"FALSO";""
1137;21;140;"VERDADERO";""
1138;21;141;"FALSO";""
1139;20;1;"27 de marzo de 2012";""
1140;20;2;"";""
1141;20;3;"Gratis para proyectos de c√≥digo abierto. Sin embargo, Paid for Enterprise.Las suites empresariales de Travis CI comienzan en $ 129 por mes. Aumento de costos seg√∫n el nivel de soporte que requiera.";""
1142;20;4;"";""
1143;20;5;"";""
1144;20;6;"MIT License";""
1145;20;7;"";""
1146;20;8;"Ruby";""
1147;20;9;"https://docs.travis-ci.com/";""
1148;20;10;"";""
1149;20;11;"Linux, macOS, Windows";""
1150;20;12;"";""
1151;20;19;"Apoyo limitado para la comunidad";""
1152;20;20;"";""
1153;20;73;"VERDADERO";""
1154;20;70;"VERDADERO";""
1155;20;42;"Open source y propietaria";""
1156;20;176;"Se necesita menos tiempo para comenzar. Cree un archivo de configuraci√≥n y comience a integrar.
";""
1157;20;177;"Travis CI es la mejor opci√≥n si est√° trabajando en un proyecto de c√≥digo abierto.
";""
1158;20;178;"Flexible de usar. Centrado en la usabilidad y la funcionalidad. Bastante f√°cil de usar debido a una buena GUI.";""
1159;20;179;"Alojamiento gratuito basado en la nube, respaldado por la comunidad. Versi√≥n empresarial para alojamiento local";""
1160;20;180;"YAML (.travis.yml)";""
1161;20;181;"Casi completo, algunas opciones restringidas.";""
1162;20;182;"No apto para proyectos de alta seguridad.";""
1163;20;183;"Android, C, C#, C++, Clojure, Crystal, D, Dart, Erlang, Elixir, F#, Go, Groovy, Haskell, Haxe, Java, JavaScript (with Node.js), Julia, Objective-C, Perl, Perl6, PHP, Python, R, Ruby, Rust, Scala, Smalltalk and Visual Basic.";""
1164;20;184;"No tantos complementos como Jenkins";""
1165;20;185;"Soporta servicios de AWS, Azure, Google Cloud, etc";""
1166;20;78;"VERDADERO";""
1167;20;83;"VERDADERO";""
1168;20;89;"FALSO";""
1169;20;90;"VERDADERO";""
1170;20;92;"VERDADERO";""
1171;20;93;"VERDADERO";""
1172;20;102;"VERDADERO";""
1173;20;105;"VERDADERO";""
1174;20;115;"VERDADERO";""
1175;20;116;"VERDADERO";""
1176;20;118;"VERDADERO";""
1177;20;121;"VERDADERO";""
1178;20;127;"VERDADERO";""
1179;20;131;"VERDADERO";""
1180;20;133;"VERDADERO";""
1181;20;140;"VERDADERO";""
1182;20;141;"VERDADERO";""
1183;21;12;"200 MB para una instalaciÛn pequeÒa a m·s de 70 GB para un controlador Jenkins ˙nico y masivo. 2-3 subprocesos, lo que equivale aproximadamente a 2 MB o m·s de memoria.";""
1184;22;1;"13 de marzo de 2013";""
1185;22;2;"20.10.11 ( 17 de noviembre de 2021 (1 mes y 13 d√≠as))";""
1186;22;3;"Personal (0$), Pro (5$ al mes), Team (7$ usuario/mes), Business (21 usuario/mes)";""
1187;22;4;"Ingl√©s";""
1188;22;5;"10";""
1189;22;6;"Apache License 2.0";""
1190;22;7;"Solomon Hykes (Docker, Inc.)";""
1191;22;8;"Go";""
1192;22;9;"https://docs.docker.com/";""
1193;22;10;"Docker personal, pro, team, business";""
1194;22;11;"64 bits Windows (Edici√≥n profesional o Empresarial, Server 2016), Linux, Mac, Web-Based - Soporte Hyper-V";""
1195;22;12;"M√°s de 4 Gb de RAM";""
1196;22;13;"5 GB, Docker overhead 500 MB";""
1197;22;16;"Arranca en minutos	";""
1198;22;17;"Menor uso de recursos";""
1199;22;19;"https://forums.docker.com/";""
1200;22;20;"https://github.com/moby/moby/issues";""
1201;23;1;"15 de enero de 2007";""
1202;23;2;"6.1.30 ( 22 de noviembre de 2021 (1 mes y 7 d√≠as))";""
1203;23;3;"Gratis";""
1204;23;4;"30 idiomas";""
1205;23;5;"8";""
1206;23;6;"Privativa / GPLv2 (Opcionalmente CDDL para la mayor√≠a de archivos en la fuente)";""
1207;23;7;"Oracle Corporation, Innotek GmbH";""
1208;23;8;"C++, C, Lenguaje ensamblador x86";""
1209;23;9;"https://www.virtualbox.org/wiki/Documentation";""
1210;23;10;"Oracle Linux KVM, Kata Containers, Oracle VM Server for X86, Oracle VM Server for SPARC";""
1211;23;11;"Windows, Linux, Mac";""
1212;23;12;"4 GB para Windows 8 √≥ Windows 10";""
1213;23;13;"Espacio libre en disco de m√≠nimo 90 MB para cada m√°quina virtual";""
1214;23;16;"Arranca en segundos";""
1215;23;17;"Mayor uso de recursos";""
1216;23;19;"https://forums.virtualbox.org/";""
1217;23;20;"https://www.virtualbox.org/wiki/Bugtracker";""
1218;22;200;"Aislamiento de procesos a nivel de SO";""
1219;22;201;"Los contenedores Docker pueden compartir algunos recursos con el sistema operativo host
";""
1220;22;202;"Cada contenedor de la ventana acoplable puede compartir recursos del sistema operativo";""
1221;22;203;"Crear una configuraci√≥n personalizada con contenedores es f√°cil";""
1222;22;204;"Los contenedores de Docker son de tama√±o peque√±o y solo tienen un motor de Docker sobre el sistema operativo host";""
1223;22;205;"Los contenedores se destruyen y recrean en lugar de moverse (se realiza una copia de seguridad del volumen de datos)
";""
1224;22;206;"Los estibadores se pueden crear en segundos";""
1225;22;207;"Las aplicaciones en contenedores como SickBeard, Sonarr, CouchPotato, etc. se pueden encontrar e instalar f√°cilmente en minutos";""
1226;22;78;"VERDADERO";""
1227;22;83;"FALSO";""
1228;22;107;"VERDADERO";""
1229;22;119;"VERDADERO";""
1230;22;120;"VERDADERO";""
1231;22;134;"VERDADERO";""
1232;22;140;"VERDADERO";""
1233;22;186;"FALSO";""
1234;22;187;"FALSO";""
1235;22;188;"FALSO";""
1236;22;189;"VERDADERO";""
1237;22;190;"FALSO";""
1238;22;191;"FALSO";""
1239;22;192;"FALSO";""
1240;22;193;"FALSO";""
1241;22;194;"VERDADERO";""
1242;22;195;"FALSO";""
1243;22;196;"VERDADERO";""
1244;22;197;"FALSO";""
1245;22;198;"FALSO";""
1246;22;199;"FALSO";""
1247;23;200;"Aislamiento de procesos a nivel de hardware";""
1248;23;201;"Las m√°quinas virtuales ofrecen un aislamiento completo de las aplicaciones del sistema operativo host	";""
1249;23;202;"Cada m√°quina virtual tiene un sistema operativo independiente";""
1250;23;203;"Personalizar m√°quinas virtuales preconfiguradas requiere trabajo	";""
1251;23;204;"Las m√°quinas virtuales suelen ser de mayor tama√±o, ya que contienen todo el sistema operativo debajo	";""
1252;23;205;"Las m√°quinas virtuales se pueden mover f√°cilmente a un nuevo sistema operativo host	";""
1253;23;206;"La creaci√≥n de m√°quinas virtuales lleva relativamente mucho tiempo	";""
1254;23;207;"Las aplicaciones virtualizadas son m√°s dif√≠ciles de encontrar y lleva m√°s tiempo instalarlas y ejecutarlas	";""
1255;23;78;"VERDADERO";""
1256;23;83;"VERDADERO";""
1257;23;107;"FALSO";""
1258;23;119;"FALSO";""
1259;23;120;"FALSO";""
1260;23;134;"FALSO";""
1261;23;140;"FALSO";""
1262;23;186;"VERDADERO";""
1263;23;187;"VERDADERO";""
1264;23;188;"VERDADERO";""
1265;23;189;"FALSO";""
1266;23;190;"VERDADERO";""
1267;23;191;"VERDADERO";""
1268;23;192;"VERDADERO";""
1269;23;193;"VERDADERO";""
1270;23;194;"FALSO";""
1271;23;195;"VERDADERO";""
1272;23;196;"FALSO";""
1273;23;197;"VERDADERO";""
1274;23;198;"VERDADERO";""
1275;23;199;"VERDADERO";""
1277;24;1;"En 1997, naci√≥ en un vuelo desde Z√∫rich al OOPSLA de Atlanta";""
1278;24;2;"5.5.2 ( 5 de septiembre de 2019 (2 a√±os, 3 meses y 25 d√≠as))";""
1279;24;3;"Gratis";""
1280;24;4;"Ingles";""
1281;24;5;"9";""
1282;24;6;"Common Public License";""
1283;24;7;"Kent Beck, Erich Gamma, David Saff";""
1284;24;8;"Java";""
1285;24;9;"https://junit.org/junit5/docs/current/user-guide/";""
1286;24;16;"";""
1287;24;17;"";""
1288;24;18;"Multiplataforma";""
1289;24;19;"No, solo disponible FAQ https://junit.org/junit4/faq.html";""
1290;24;20;"https://github.com/junit-team/junit5/issues";""
1291;24;42;"si, JUnit es un marco de c√≥digo abierto	";""
1292;24;208;"JUnit se distribuye en diferentes m√≥dulos, ejemplo: Para la parametrizaci√≥n, es posible que necesite JUnit Jupiter. Esto hace que JUnit sea un poco inc√≥modo de usar en comparaci√≥n con TestNG	";""
1293;24;209;"s√≠, Ambos admiten la mayor√≠a del IDE por igual";""
1294;24;210;"JUnit funciona en anotaciones con ligeras variaciones para diferentes caracter√≠sticas";""
1295;24;211;"JUnit proporciona suficientes afirmaciones para validar los resultados esperados y reales con algunas variaciones de las afirmaciones en TestNG";""
1296;24;212;"JUnit proporciona la funci√≥n para la prueba de excepci√≥n con una ligera variaci√≥n a TestNG";""
1297;24;213;"Si";""
1298;24;214;"Admite pruebas parametrizadas";""
1299;24;215;"Admite el uso de suites de prueba";""
1300;24;216;"No admite la funci√≥n de prueba de dependencia";""
1301;24;217;"No, La ejecuci√≥n paralela no est√° disponible en JUnit";""
1302;24;218;"Ambas herramientas son compatibles con la integraci√≥n de Maven";""
1303;24;219;"Las suposiciones se utilizan para omitir pruebas basadas en ciertas suposiciones o condiciones. y esto es aplicable solo en JUnit.";""
1304;24;220;"Admite el orden de ejecuci√≥n de la prueba.";""
1305;24;221;"Admite oyentes no a trav√©s de anotaciones sino a trav√©s de la API de oyentes.";""
1306;24;222;"Ambos admiten la desactivaci√≥n de pruebas, pero JUnit admite la desactivaci√≥n de pruebas para su ejecuci√≥n en funci√≥n de diferentes condiciones";""
1307;24;223;"Debe integrarse con maven para generar informes HTML";""
1308;24;224;"@Test";""
1309;24;225;"@BeforeClass";""
1310;24;226;"@AfterClass";""
1311;24;227;"@BeforeMethod";""
1312;24;228;"@AfterMethod";""
1313;24;229;"@Test(*enable=false*)";""
1314;24;230;"@Test(*expectedException=Arithmetic Exception.class*)";""
1315;24;231;"@Test(*timeout = 1000*)";""
1316;24;232;"@BeforeSuite";""
1317;24;233;"@AfterSuite";""
1318;24;234;"@BeforeTest";""
1319;24;235;"@AfterTest";""
1320;24;236;"@BeforeGroups";""
1321;24;237;"@AfterGroups";""
1322;25;1;"";""
1323;25;2;"7.3.0 / September 19, 2020; 15 months ago";""
1324;25;3;"Gratis";""
1325;25;4;"Ingles";""
1326;25;5;"7";""
1327;25;6;"Apache License 2.0";""
1328;25;7;"C√©dric Beust, the TestNG team";""
1329;25;8;"Java, basado en JUnit";""
1330;25;9;"https://testng.org/doc/documentation-main.html";""
1331;25;16;"";""
1332;25;17;"";""
1333;25;18;"Multiplataforma";""
1334;25;19;"https://groups.google.com/g/testng-users";""
1335;25;20;"https://groups.google.com/g/testng-users";""
1336;25;42;"s√≠, TestNG es un marco de c√≥digo abierto";""
1337;25;208;"Todas las funciones de TestNG vienen en un m√≥dulo.Esto hace que TestNG sea m√°s f√°cil de usar.";""
1338;25;209;"si, Ambos admiten la mayor√≠a del IDE por igual";""
1339;25;210;"TestNG trabaja en anotaciones con ligeras variaciones para diferentes caracter√≠sticas";""
1340;25;211;"Tambi√©n admite una gran lista de afirmaciones para comparar los resultados esperados y reales.Adem√°s, TestNG proporciona dos mecanismos para las afirmaciones: afirmaci√≥n suave y afirmaci√≥n dura";""
1341;25;212;"Tambi√©n proporciona la funci√≥n para la prueba de excepci√≥n";""
1342;25;213;"Si";""
1343;25;214;"Tambi√©n admite pruebas parametrizadas";""
1344;25;215;"Tambi√©n es compatible con Test Suite.";""
1345;25;217;"TestNG admite la ejecuci√≥n paralela de pruebas, pero JUnit no. Hay un xml TestNG donde se puede configurar la ejecuci√≥n paralela";""
1346;25;218;"Ambas herramientas son compatibles con la integraci√≥n de Maven";""
1347;25;219;"TestNG no admite suposiciones";""
1348;25;220;"Admite el orden de ejecuci√≥n de la prueba";""
1349;25;221;"Apoya a los oyentes a trav√©s de anotaciones.";""
1350;25;222;"Ambos admiten la desactivaci√≥n de pruebas.";""
1351;25;223;"Tiene sus informes HTML integrados. Tambi√©n se puede integrar con maven o bibliotecas de informes externas como el informe ATU o los informes de extensi√≥n.";""
1352;25;224;"@Test";""
1353;25;225;"@BeforeAll";""
1354;25;226;"@AfterAll";""
1355;25;227;"@BeforeEach";""
1356;25;228;"@AfterEach";""
1357;25;229;"@ignore";""
1358;25;230;"@Test(*expected=Arithmetic Exception.class*)";""
1359;25;231;"@Test(*timeout = 1000*)";""
1360;25;232;"N/A";""
1361;25;233;"N/A";""
1362;25;234;"N/A";""
1363;25;235;"N/A";""
1364;25;236;"N/A";""
1365;25;237;"N/A";""
1366;26;1;"2004";""
1367;26;2;"3.14 ( 2 de agosto de 2018 (3 a√±os, 4 meses y 28 d√≠as))";""
1368;26;3;"Gratis";""
1369;26;4;"Ingles";""
1370;26;5;"9";""
1371;26;6;"Apache License";""
1372;26;7;"SeleniumHQ";""
1373;26;8;"Selenium Server: Java; Selenium WebDriver (works without Selenium Server), official support: JavaScript (Node.js), Python, Ruby, Java or C#";""
1374;26;9;"https://www.selenium.dev/documentation/";""
1375;26;17;"En la ejecuci√≥n del script es bastante bueno.";""
1376;26;18;"Windows, Linux y OSX y la mayor√≠a de navegadores web modernos.";""
1377;26;19;"https://seleniumforum.forumotion.net/";""
1378;26;20;"https://github.com/SeleniumHQ/selenium/issues";""
1379;26;238;"Java, C#, Ruby, Groovy, Perl, Php y Python";""
1380;26;239;"Selenium es un entorno de desarrollo dedicado";""
1381;26;240;"Es una herramienta de prueba de automatizaci√≥n del navegador.";""
1382;26;241;"Consta de automatizaci√≥n funcional y de rendimiento";""
1383;26;242;"Son complejos de leer para el cliente o el equipo de administraci√≥n";""
1384;26;243;"Es dif√≠cil en comparaci√≥n con Cucumber";""
1385;26;244;"Hace que las pruebas sean fiables y fiables";""
1386;26;245;"Se utiliza para API, UI, Funcional, Regresi√≥n, pruebas de rendimiento.";""
1387;26;246;"Si";""
1388;26;247;"Es relativamente sencillo";""
1389;26;248;"Trabajan algo m√°s lento";""
1390;26;249;"Todas las partes interesadas del proyecto (desarrolladores, testers, propietario de productos, analistas comerciales, clientes, etc.) pueden contribuir.        ";""
1391;26;250;"Consta de un solo archivo que contiene la implementaci√≥n del script.	";""
1392;27;1;"";""
1393;27;2;"3.1.2 / 13 July 2018; 3 years ago";""
1394;27;3;"Gratis";""
1395;27;4;"Ingles";""
1396;27;5;"8";""
1397;27;6;"MIT License";""
1398;27;7;"Aslak Helles√∏y, Joseph Wilk, Matt Wynne, Gregory Hnatiuk, Mike Sassak";""
1399;27;8;"Ruby";""
1400;27;9;"https://cucumber.io/docs/installation/";""
1401;27;17;"La ejecuci√≥n del script sea m√°s lenta que Selenium";""
1402;27;18;"Multiplataforma";""
1403;27;19;"https://cucumber.io/docs/community/";""
1404;27;20;"https://cucumber.io/docs/community/contributing/";""
1405;27;238;"";""
1406;27;239;"No es un marco. ";""
1407;27;240;"Es una herramienta de prueba basada en un marco impulsado por el comportamiento.";""
1408;27;241;"No es una herramienta de automatizaci√≥n";""
1409;27;242;"Son legibles por el cliente o el equipo de administraci√≥n";""
1410;27;243;"Es f√°cil de instalar";""
1411;27;244;"No es comparativamente confiable";""
1412;27;245;"Se utiliza principalmente como herramienta para el desarrollo impulsado por el comportamiento.";""
1413;27;246;"No";""
1414;27;247;"Los errores de sintaxis no se notan al escribir";""
1415;27;248;"Obtienen mayor velocidad";""
1416;27;249;"Los miembros del equipo, los desarrolladores y testers solo pueden contribuir.";""
1417;27;250;"Consta de tres archivos: archivo de caracter√≠sticas, archivo de definici√≥n de pasos (implementaci√≥n de pasos en el archivo de caracter√≠sticas) y archivo de ejecuci√≥n de pruebas";""
1418;28;1;"2006 - 2007";""
1419;28;2;"8.2 ( 26 de febrero de 2020 (1 aÒo, 10 meses y 4 dÌas))";""
1420;28;3;"Gratis";""
1421;28;4;"Varios idiomas en packs";""
1422;28;5;"8";""
1423;28;6;"LGPL";""
1424;28;7;"SonarSource";""
1425;28;8;"Java";""
1426;28;9;"https://docs.sonarqube.org/latest/";""
1427;28;10;"";""
1428;28;18;"Multiplataforma";""
1429;28;19;"https://community.sonarsource.com/";""
1430;28;20;"https://community.sonarsource.com/c/bug/5";""
1431;28;42;"Si";""
1432;28;78;"VERDADERO";""
1433;28;79;"FALSO";""
1434;28;80;"VERDADERO";""
1435;28;81;"VERDADERO";""
1436;28;92;"VERDADERO";""
1437;28;93;"VERDADERO";""
1438;28;97;"VERDADERO";""
1439;28;98;"VERDADERO";""
1440;28;99;"VERDADERO";""
1441;28;100;"VERDADERO";""
1442;28;101;"VERDADERO";""
1443;28;102;"VERDADERO";""
1444;28;107;"VERDADERO";""
1445;28;108;"FALSO";""
1446;28;109;"VERDADERO";""
1447;28;112;"VERDADERO";""
1448;28;115;"VERDADERO";""
1449;28;120;"VERDADERO";""
1450;28;121;"VERDADERO";""
1451;28;123;"VERDADERO";""
1452;28;127;"VERDADERO";""
1453;28;128;"VERDADERO";""
1454;28;132;"FALSO";""
1455;28;134;"VERDADERO";""
1456;28;137;"VERDADERO";""
1457;28;139;"VERDADERO";""
1458;28;140;"VERDADERO";""
1459;28;193;"FALSO";""
1460;28;194;"VERDADERO";""
1461;28;196;"VERDADERO";""
1462;28;252;"VERDADERO";""
1463;28;253;"FALSO";""
1464;28;254;"VERDADERO";""
1465;28;255;"VERDADERO";""
1466;28;256;"VERDADERO";""
1467;28;257;"FALSO";""
1468;28;258;"VERDADERO";""
1469;28;251;"VERDADERO";""
1470;28;259;"25 Lenguajes (Java, Kotlin, C#, VB, C, C++, PHP, HTML, CSS...)";""
1471;28;163;"VERDADERO";""
1472;28;165;"VERDADERO";""
1473;28;260;"FALSO";""
1474;28;261;"FALSO";""
1475;28;262;"FALSO";""
1476;28;263;"VERDADERO";""
1477;28;264;"VERDADERO";""
1478;29;1;"2006";""
1479;29;2;"";""
1480;29;3;"Privada";""
1481;29;4;"";""
1482;29;5;"9";""
1483;29;6;"";""
1484;29;7;"Veracode";""
1485;29;8;"Java and Kotlin and packaged as an Android Package (APK) or Android App Bundle (AAB)";""
1486;29;9;"https://docs.veracode.com/r/all_HC";""
1487;29;10;"SourceClear, Inc.";""
1488;29;18;"Multiplataforma";""
1489;29;19;"https://community.veracode.com/s/";""
1490;29;20;"https://community.veracode.com/s/topic/0TO2T000000bzqBWAQ/ticketing-bug-tracking";""
1491;29;42;"";""
1492;29;78;"VERDADERO";""
1493;29;79;"VERDADERO";""
1494;29;80;"VERDADERO";""
1495;29;81;"VERDADERO";""
1496;29;92;"FALSO";""
1497;29;93;"VERDADERO";""
1498;29;97;"FALSO";""
1499;29;98;"FALSO";""
1500;29;99;"VERDADERO";""
1501;29;100;"FALSO";""
1502;29;101;"FALSO";""
1503;29;102;"FALSO";""
1504;29;107;"VERDADERO";""
1505;29;108;"VERDADERO";""
1506;29;109;"FALSO";""
1507;29;112;"FALSO";""
1508;29;115;"FALSO";""
1509;29;120;"FALSO";""
1510;29;121;"FALSO";""
1511;29;123;"VERDADERO";""
1512;29;127;"VERDADERO";""
1513;29;128;"VERDADERO";""
1514;29;132;"VERDADERO";""
1515;29;134;"FALSO";""
1516;29;137;"FALSO";""
1517;29;139;"VERDADERO";""
1518;29;140;"VERDADERO";""
1519;29;193;"VERDADERO";""
1520;29;194;"FALSO";""
1521;29;196;"VERDADERO";""
1522;29;252;"VERDADERO";""
1523;29;253;"VERDADERO";""
1524;29;254;"FALSO";""
1525;29;255;"VERDADERO";""
1526;29;256;"FALSO";""
1527;29;257;"VERDADERO";""
1528;29;258;"FALSO";""
1529;29;251;"FALSO";""
1530;29;259;"M·s de 30 lenguajes";""
1531;29;163;"FALSO";""
1532;29;165;"VERDADERO";""
1533;29;260;"VERDADERO";""
1534;29;261;"VERDADERO";""
1535;29;262;"VERDADERO";""
1536;29;263;"FALSO";""
1537;29;264;"FALSO";""
